ID,governorate,age,name,gender
24749,Sharkia,62,Michael Jordan,0
24750,Aswan,29,David Wallace,1
24751,North Sinai,67,Amanda Clark,1
24752,Port Said,53,Adrian Williams,0
24753,Qaliubiya,23,Justin Morgan,1
24754,Suez,44,Cassandra Gregory,1
24755,Suez,46,Jessica Schultz,1
24756,Minya,57,Harry Raymond,1
24757,Matrouh,65,Cassandra Rowland,0
24758,Sharkia,33,Scott Lewis,1
24759,Sharkia,36,Adam Andrade,0
24760,New Valley,74,Henry Olson,0
24761,Kafr Al sheikh,67,Amy Gutierrez,1
24762,Sharkia,71,Jason Dunn,0
24763,Kafr Al sheikh,41,Kimberly Miller,1
24764,Sharkia,21,Mrs. Stephanie Carroll PhD,0
24765,Giza,72,Shane Russell,0
24766,Menofia,42,Jorge Haynes,0
24767,Fayoum,25,Doris Roberts,1
24768,Menofia,77,Dr. Kathryn Russell,1
24769,Gharbiya,61,Chelsea Allison,1
24770,Cairo,58,Martha Shea,0
24771,Sharkia,75,Willie Smith,1
24772,Beni Suef,43,Tina Stevens,0
24773,Minya,26,Claire Burnett,0
24774,New Valley,53,Levi Cabrera,0
24775,Beni Suef,70,Jessica Wilson,1
24776,Luxor,25,Stefanie Cordova,0
24777,Aswan,47,Laura Dunn,0
24778,Menofia,36,Brian Morrison,1
24779,Luxor,26,Jessica Lopez,0
24780,South Sinai,70,Angel Austin,0
24781,Fayoum,39,Michelle Ellis,1
24782,Fayoum,38,Robert Green,0
24783,Assiut,30,Anita Simpson,1
24784,Ismailia,25,Kelly Norman,1
24785,Matrouh,64,Joseph Richardson,0
24786,Menofia,73,Robin Whitaker,1
24787,Aswan,73,Sherry Villarreal,1
24788,Qena,74,Jennifer Branch,0
24789,Qaliubiya,79,Charles Hill,0
24790,Sharkia,49,Robert Mack,0
24791,Dakahlia,33,Tyler George,0
24792,Red Sea,46,Melanie Nelson,0
24793,North Sinai,45,Lynn Long,0
24794,Minya,41,Heather Camacho,1
24795,Damietta,33,Jeremy Johnson,0
24796,Sohag,47,Mrs. Paige Bartlett,0
24797,Luxor,58,Kimberly Jones,0
24798,Dakahlia,79,Linda White,0
24799,New Valley,47,Margaret Patton,0
24800,Beni Suef,19,Mark Gonzales,0
24801,Beheira,37,Dennis Bennett,0
24802,Matrouh,20,Tony Diaz,0
24803,Minya,49,Theresa Mcgee,1
24804,Luxor,79,Jared Rogers,1
24805,Suez,39,Kristin Johnson,1
24806,South Sinai,76,Dr. William Jacobs,1
24807,Gharbiya,74,Jeffrey Thompson,1
24808,North Sinai,57,Mrs. Haley Green,1
24809,Menofia,18,Samuel Dunlap,1
24810,Beheira,56,Sandra Robertson,1
24811,Sohag,47,Hannah Turner,0
24812,Beni Suef,49,Joseph Rodriguez,1
24813,Gharbiya,20,Sandra Flores MD,1
24814,Red Sea,41,Sara Joseph,0
24815,Qena,24,Kristy Martinez,1
24816,Sharkia,58,Kyle Carter,0
24817,Gharbiya,53,Jennifer Gomez,0
24818,Beheira,69,Jacob James,1
24819,Qaliubiya,64,Rhonda Barker,1
24820,Aswan,75,Edward Fleming,1
24821,Suez,36,Michael Barnes Jr.,1
24822,Cairo,36,Darrell Dominguez,1
24823,Minya,77,Ebony Schneider,0
24824,Minya,45,Paul Barrett,0
24825,South Sinai,40,Colleen Garcia,0
24826,Menofia,69,Mr. Gary Thompson,0
24827,Ismailia,66,Lindsay Ward,0
24828,South Sinai,20,Kenneth Glover,1
24829,Red Sea,76,Steven Carpenter,0
24830,Aswan,65,Jeffrey Reid,1
24831,Matrouh,18,Justin Garcia,1
24832,Minya,36,Rebecca Gonzalez,1
24833,Red Sea,41,Elijah Meyer,0
24834,Qaliubiya,61,Chelsea Weeks,1
24835,Matrouh,67,Stephanie Shaw,1
24836,North Sinai,43,Thomas Phillips,1
24837,Kafr Al sheikh,25,Gwendolyn Santos,1
24838,Minya,32,Willie Carney,0
24839,Red Sea,72,Breanna Diaz,0
24840,Red Sea,63,David Lee,1
24841,Luxor,79,Kristina Garcia,0
24842,Kafr Al sheikh,56,Vanessa David,0
24843,Suez,41,Michelle Gomez,1
24844,Sharkia,29,Debra Ingram,0
24845,Fayoum,50,Danielle Allen,0
24846,Aswan,34,Dr. Kathryn Russell,0
24847,Sohag,22,Jennifer Cannon,0
24848,Assiut,67,Justin Meyers,1
24849,Aswan,54,Kimberly Espinoza,1
24850,Matrouh,48,Ronald Jones,1
24851,Menofia,21,Debbie Long,1
24852,Damietta,76,Melissa Jensen,1
24853,Suez,42,Paul Simmons,1
24854,Aswan,38,Jorge Green,1
24855,Qena,28,Kevin Roberts,0
24856,Dakahlia,56,Emily Burton,0
24857,Beni Suef,58,Christopher Vaughn,1
24858,Qena,61,Natalie Thompson,1
24859,Qaliubiya,62,Lauren Long,0
24860,New Valley,22,Melanie Perez,0
24861,Sharkia,40,Tracy Adams,0
24862,Qena,39,Charles Sanders,0
24863,Ismailia,26,Laura Wilson,1
24864,Qena,27,Jeffery Ross,1
24865,Luxor,35,Ricky Garcia,1
24866,Suez,62,Caroline May,0
24867,Kafr Al sheikh,64,Kayla Choi,1
24868,Assiut,22,Eric Gregory,0
24869,Qaliubiya,19,Zachary James,0
24870,Minya,79,James Barr,1
24871,Sohag,47,Timothy Young,0
24872,Qena,59,Nicholas Jacobson,1
24873,South Sinai,48,Jessica Hansen,0
24874,Damietta,48,Carlos Perez,1
24875,Giza,23,Tim Nelson,0
24876,Sohag,67,Caitlin Todd,1
24877,Fayoum,65,Brianna Rodriguez,1
24878,Ismailia,21,Megan Collins,0
24879,Suez,80,Tammy Contreras,0
24880,Cairo,60,Terri Fowler,1
24881,Matrouh,72,George Contreras,1
24882,Alexandria,25,Ross Hammond,1
24883,Sohag,44,Cynthia Mitchell,1
24884,Port Said,74,Joseph Knapp,1
24885,Kafr Al sheikh,78,Stacey Lewis,0
24886,Sohag,46,Cody Gill,1
24887,Qena,27,Courtney Howe,0
24888,North Sinai,70,Steven Steele,1
24889,Qena,69,Eric Lamb,1
24890,Cairo,34,Mark Shaw,0
24891,Kafr Al sheikh,42,Robert Garcia,1
24892,Aswan,26,Travis Bennett,0
24893,New Valley,25,John Padilla,0
24894,Kafr Al sheikh,49,Michael Weaver,1
24895,Gharbiya,27,Matthew Ross,1
24896,Assiut,59,James Calhoun,0
24897,Aswan,50,Samantha Foster,0
24898,South Sinai,74,Tanner Terry,1
24899,Assiut,37,Dawn Roberts,1
24900,Port Said,80,Scott Cook,0
24901,Qena,50,Adrienne Myers,1
24902,Beheira,61,Eric Lopez,1
24903,Fayoum,42,William Quinn,1
24904,New Valley,53,John Robinson DDS,1
24905,Ismailia,44,William Wilson,1
24906,Sohag,64,Sierra Davis,0
24907,South Sinai,19,Ana Le,0
24908,Kafr Al sheikh,66,Laura Singh,0
24909,Port Said,51,Wendy Freeman MD,0
24910,Menofia,68,Eric Montes,1
24911,Aswan,80,Michael Moore,0
24912,Cairo,61,John Alvarez,1
24913,Port Said,66,Linda Colon,0
24914,Gharbiya,57,Hunter Roberts,1
24915,Sohag,56,Bobby Reynolds,1
24916,Ismailia,33,Jason Vega,1
24917,Sharkia,70,Alan Stanley,0
24918,Ismailia,35,Michelle Olson,0
24919,Minya,66,Dr. Jacob Johnson MD,1
24920,Beheira,51,Paul Nichols,1
24921,Aswan,30,Sherri Adams,0
24922,Dakahlia,80,Joshua Valenzuela,1
24923,Qaliubiya,43,Kelly Nguyen,1
24924,New Valley,55,Monica Jenkins,0
24925,Cairo,71,Amanda Williamson,1
24926,Giza,40,Nicole Cook,0
24927,Dakahlia,44,Vanessa Mathis,0
24928,New Valley,28,Kelsey Bennett,1
24929,Menofia,80,David Bruce,0
24930,New Valley,52,Ashley Bailey,1
24931,Assiut,28,Jacqueline Kirk,0
24932,Menofia,32,Reginald Martin,1
24933,Luxor,71,Jamie Hernandez,1
24934,North Sinai,33,Jeffery Ross,1
24935,Port Said,31,Amanda Myers,1
24936,Fayoum,44,Carol Dixon,0
24937,New Valley,62,Caleb Smith,0
24938,South Sinai,68,Alison Anderson,1
24939,Port Said,31,Rachel Watson,1
24940,Dakahlia,78,Maria Weber,1
24941,Sharkia,80,James Rowe,1
24942,Qena,77,Danielle Baker,0
24943,Matrouh,61,Andrew Luna,0
24944,Ismailia,28,Kathy Ross,0
24945,Assiut,40,Terry Hamilton,0
24946,Gharbiya,62,Trevor Callahan,1
24947,Ismailia,74,Danielle Smith,1
24948,Cairo,56,Mary Brown,1
24949,New Valley,20,Ryan Hansen,1
24950,Beheira,33,Anthony Wolfe,0
24951,Suez,56,Bill Richardson,1
24952,Assiut,80,Anna Sandoval,1
24953,Sohag,53,Lisa Campbell,0
24954,Sharkia,23,Lisa Rodriguez,1
24955,Sharkia,31,Lori Pearson,1
24956,Giza,52,James Anderson,0
24957,Menofia,70,Brendan Johnson,0
24958,South Sinai,35,Michael Conway,1
24959,Sharkia,28,Jonathan Bolton,1
24960,Menofia,51,Kenneth Le,1
24961,Fayoum,72,Tracy Duran,1
24962,Ismailia,35,Adam Thompson,0
24963,Ismailia,67,Kayla Tate,0
24964,Matrouh,37,Patricia Leonard,0
24965,Aswan,50,Jenny Estrada,1
24966,Gharbiya,58,Brandy Hernandez,1
24967,Minya,32,Dalton Miller,0
24968,Menofia,43,Ashley Flynn MD,0
24969,Alexandria,66,Curtis Brown,0
24970,Assiut,30,Melissa Fisher,1
24971,Luxor,79,Christian Blake,0
24972,Matrouh,21,Garrett Green,0
24973,Beni Suef,18,Lisa Harmon,0
24974,Beheira,29,Sarah Lee,1
24975,Port Said,58,Sara Horton,0
24976,Damietta,42,Isabella Mosley,1
24977,Beheira,27,Taylor Owens,1
24978,Sohag,64,Brooke Craig,0
24979,Qaliubiya,39,Brandon Moore DVM,1
24980,North Sinai,72,Anthony Lopez,1
24981,North Sinai,58,Christine Gonzales,0
24982,Damietta,64,Kathleen Gallagher,0
24983,Alexandria,29,Marcus Smith,1
24984,Ismailia,70,Caroline Jenkins,1
24985,North Sinai,80,Phyllis Montgomery,1
24986,Damietta,26,Jonathan Jones,1
24987,Dakahlia,44,Melissa Wilson,0
24988,Red Sea,66,Allison Zavala,0
24989,Fayoum,32,Julie Woods,0
24990,New Valley,57,Cynthia Alvarez,1
24991,Suez,58,Christopher Daugherty,0
24992,Menofia,22,Tammy Wu,1
24993,Luxor,37,David Williams,1
24994,Aswan,45,Kevin Lee,1
24995,Kafr Al sheikh,20,Deborah Lee,1
24996,Assiut,21,Darlene Foley,1
24997,Qaliubiya,18,Jeffrey Castro,1
24998,Ismailia,49,Ethan Fry,0
24999,Sharkia,71,Ashley Boyle,0
25000,Cairo,63,Jessica Bryant,1
25001,South Sinai,75,Timothy Hale,1
25002,Fayoum,46,Jennifer Mcconnell,1
25003,New Valley,74,Rachel Watson,1
25004,Cairo,37,Cheryl Carter,1
25005,Dakahlia,55,Stephanie Cook,1
25006,Aswan,36,Heather Johnson,0
25007,Damietta,25,Richard Page,0
25008,South Sinai,53,Jade Adkins,1
25009,Aswan,57,Lisa Potts,0
25010,Kafr Al sheikh,20,Elizabeth Taylor,0
25011,Dakahlia,71,Abigail Hall,0
25012,Red Sea,73,Henry Mclaughlin,1
25013,Suez,38,Kathryn Fernandez,1
25014,North Sinai,37,Katherine Dunn,0
25015,Qaliubiya,39,Jonathon Phillips,1
25016,Qena,56,Sean Reed,1
25017,Gharbiya,56,Bonnie Crosby,1
25018,North Sinai,18,Steven Rodriguez,1
25019,Port Said,27,Sandra Garza,1
25020,Gharbiya,74,Leah Reyes,0
25021,New Valley,60,Mark Foster,1
25022,Alexandria,73,Roy Hodges,1
25023,Minya,36,Lisa Miller,1
25024,Gharbiya,32,Kayla Ortiz,1
25025,North Sinai,80,Richard Page,1
25026,Giza,79,Andrew Zhang,0
25027,New Valley,50,Paige Bartlett,0
25028,Kafr Al sheikh,28,Stephanie Woods,1
25029,Beni Suef,23,John Erickson,1
25030,Qaliubiya,29,Kathleen Nunez,1
25031,Qaliubiya,58,Terrance Martinez,1
25032,Qena,34,Samuel Roberts,0
25033,South Sinai,75,Richard Reese,0
25034,Cairo,31,Jacob Russell,1
25035,Damietta,59,Jennifer Ramirez,1
25036,Port Said,36,Jasmine Reynolds,0
25037,Cairo,59,John Palmer,1
25038,Port Said,70,Katherine Warren,0
25039,Menofia,29,Ruben Bautista,0
25040,Sharkia,34,Tracy Dillon,0
25041,Gharbiya,57,Ms. Amy Jones MD,1
25042,Red Sea,56,Heather Conley,0
25043,Matrouh,56,Monica Robinson PhD,1
25044,Beni Suef,77,Christie Garcia,0
25045,Kafr Al sheikh,53,Miguel Black,0
25046,Dakahlia,35,Joseph Alvarado,0
25047,Sharkia,23,Diane Manning,1
25048,Luxor,43,Brittany Morgan,0
25049,Menofia,46,Rhonda Jackson,1
25050,Fayoum,58,Jaime Hill,1
25051,Aswan,49,Joseph Norman,0
25052,Gharbiya,61,Alan Stanley,1
25053,Qena,18,Joann King,1
25054,Minya,36,Robert Simmons,0
25055,Assiut,32,Elijah Payne,0
25056,Damietta,71,Jennifer Boyd,1
25057,Beheira,45,Jose Jones,1
25058,Matrouh,23,Megan Ward,1
25059,North Sinai,74,Leah Long,0
25060,Fayoum,41,Gina Davis,0
25061,Menofia,29,Andrew Moore,1
25062,Giza,20,Ashley Haney,0
25063,Fayoum,29,Curtis Brown,1
25064,New Valley,59,Tamara Davis,1
25065,Kafr Al sheikh,31,Bethany Green,1
25066,Port Said,19,Dorothy Gordon,1
25067,Minya,67,Isabella Adams,1
25068,Minya,68,Savannah Smith,1
25069,North Sinai,52,Robert Stout,0
25070,Port Said,29,Gary Conley,1
25071,Menofia,29,Alexis Moore,0
25072,Sharkia,78,Alison Todd,1
25073,Matrouh,32,Amanda Petty,1
25074,Kafr Al sheikh,61,Ronald Rollins,0
25075,Alexandria,21,Peter Bennett,1
25076,Red Sea,51,Shannon Compton,1
25077,Ismailia,42,Jeffery Ross,1
25078,Ismailia,58,Kenneth Wells,0
25079,Qaliubiya,26,Rickey Harrell,0
25080,Beni Suef,67,Christopher Smith,0
25081,Sharkia,65,Morgan Sullivan,1
25082,Sohag,66,Allison Gordon,0
25083,Qaliubiya,53,Justin Lambert,1
25084,Qaliubiya,28,Nicholas Bright,1
25085,Sharkia,35,Robert Foster,1
25086,Cairo,51,Emily Key,1
25087,Fayoum,42,Julie Price,0
25088,Beni Suef,55,Holly Willis,0
25089,Ismailia,77,Robert Fisher,0
25090,Sohag,71,Paige Kelly,0
25091,Matrouh,28,Kelly Moon,1
25092,Kafr Al sheikh,66,Eric Mccormick,0
25093,Giza,20,Fernando Howe,0
25094,Cairo,70,John Branch,0
25095,North Sinai,58,Robert Cooper,0
25096,Damietta,31,Jason Hughes,1
25097,Aswan,49,Samantha Rogers,1
25098,Assiut,37,William Smith,1
25099,Alexandria,69,Monica Davis,1
25100,Beheira,61,Jessica Reynolds,0
25101,Ismailia,46,Holly Noble,1
25102,Fayoum,76,Anthony Frye,1
25103,New Valley,46,Peter Kemp Jr.,0
25104,North Sinai,61,Kristin Fuentes,0
25105,Beni Suef,75,Shirley Knox,1
25106,Matrouh,50,Catherine Lopez,0
25107,Menofia,71,Jeffrey Jimenez,0
25108,Gharbiya,62,Robert Hill,0
25109,Suez,46,Lori Williams,0
25110,Damietta,47,Autumn Johnson,1
25111,North Sinai,69,Roberto Stewart,1
25112,Beheira,18,Sherry Brown,1
25113,Red Sea,78,Wendy Rivera,0
25114,Damietta,60,Monica Boyd MD,1
25115,South Sinai,23,Sheila Wilson,0
25116,South Sinai,75,Matthew Burch,1
25117,Qaliubiya,32,Mark Rich,0
25118,Suez,47,Tyrone Rivera,1
25119,Kafr Al sheikh,44,Tina Stevens,0
25120,Cairo,27,Deanna Brown,1
25121,Kafr Al sheikh,33,Adam Winters,1
25122,Minya,73,Sarah Erickson,1
25123,Sohag,67,Jerry Green,0
25124,Damietta,67,Richard Perez,0
25125,Qena,38,Benjamin Skinner,0
25126,Dakahlia,27,Dylan Cruz,1
25127,Suez,41,Megan Williams,0
25128,Luxor,76,Alexander Gross,0
25129,Qena,70,Ashley Rodriguez,1
25130,Gharbiya,26,Brandy Walters,1
25131,Gharbiya,61,Sherri Rogers,0
25132,Giza,29,Jennifer Martin,1
25133,Menofia,72,Debbie Juarez,0
25134,Alexandria,68,Kim Patterson,1
25135,Beni Suef,38,Kathryn Thompson,0
25136,Ismailia,22,Jessica Morgan,1
25137,Damietta,69,Janice Randall,0
25138,Gharbiya,53,Laura Melton,0
25139,North Sinai,73,Sarah Becker,1
25140,Ismailia,78,Dr. Bryan King MD,1
25141,Beheira,53,Maria Stephens,1
25142,Red Sea,39,William Mann,0
25143,Sohag,18,Bryan Jones,0
25144,Gharbiya,37,Casey Cruz,0
25145,New Valley,50,Tammy Wu,0
25146,Sohag,27,Scott Becker,0
25147,Cairo,60,Kimberly Kelly,1
25148,South Sinai,41,Samuel Ward,1
25149,Giza,21,Casey Gardner,0
25150,Suez,23,Glen Kelly,1
25151,Menofia,31,Terri Norris,1
25152,Beni Suef,67,Lori Burns,0
25153,Luxor,74,Hunter Good,1
25154,South Sinai,45,Ann Snyder,1
25155,Damietta,22,Deanna Craig,1
25156,Luxor,47,Zachary Barker,0
25157,Qena,56,Anita Miranda,0
25158,Luxor,51,Jordan Taylor,0
25159,Beni Suef,44,Dr. Robert Gonzalez MD,0
25160,Red Sea,53,Hannah Garcia,0
25161,Red Sea,51,Kathryn Garcia,0
25162,Damietta,40,Samuel Anderson,0
25163,Kafr Al sheikh,70,Rhonda Pugh,0
25164,Ismailia,71,Katherine Goodwin,0
25165,North Sinai,31,Mark Davidson,1
25166,South Sinai,51,Jason Shelton,0
25167,Aswan,64,James Riggs,0
25168,Beni Suef,74,Pamela White,0
25169,Ismailia,45,Andrea Williams,1
25170,Kafr Al sheikh,71,Gregory Reyes,0
25171,North Sinai,47,Juan Wood,1
25172,Cairo,68,Erin Mullen,1
25173,Matrouh,79,Anna Torres,1
25174,Red Sea,70,Andrea Fisher,1
25175,Sharkia,55,Jesus Alexander,0
25176,New Valley,78,Molly Manning,0
25177,Matrouh,58,Brittany Hamilton,1
25178,Kafr Al sheikh,80,Jacob Weaver III,1
25179,Giza,36,Harold Washington,1
25180,Minya,60,Philip May,1
25181,Kafr Al sheikh,77,Karl Wells,0
25182,Sohag,20,Jose Petersen,0
25183,Fayoum,40,Jasmine Henry,1
25184,Matrouh,77,Gabriella Petersen,0
25185,Gharbiya,68,Ashley Chandler,1
25186,Alexandria,22,Adam Levine,1
25187,Cairo,25,Anna Wilkinson,1
25188,Beni Suef,78,Rhonda Smith,0
25189,Qena,31,Angela Calderon,0
25190,Red Sea,32,Felicia Rodriguez,1
25191,Menofia,48,Michael Vasquez,1
25192,Beni Suef,69,Breanna Hernandez,0
25193,Sharkia,73,Tracie Aguilar,0
25194,Qaliubiya,28,Andrea Lawrence,0
25195,Qena,55,Peter Kramer,0
25196,Sharkia,38,Laura Ross,1
25197,Menofia,23,Rebecca Brown,1
25198,Aswan,66,Eric Holden,0
25199,Alexandria,58,Kristi Ramirez,0
25200,Suez,57,Michael Koch,1
25201,Aswan,20,Lorraine Barrett,1
25202,Kafr Al sheikh,44,Lucas Hoover,0
25203,New Valley,54,Scott Davis,1
25204,Port Said,39,Melissa Miller,1
25205,Kafr Al sheikh,21,Austin Grimes,1
25206,Dakahlia,23,Kyle Martinez,1
25207,Ismailia,56,Alec Russell,1
25208,Beni Suef,30,Carlos Smith,1
25209,Minya,33,Tammy Ryan,1
25210,Minya,65,Stacy Wilson,1
25211,Damietta,69,Richard Blevins,1
25212,Menofia,27,Jeffrey Bailey,1
25213,Cairo,67,Austin Baker,1
25214,Sharkia,43,Kristen Kim,1
25215,Minya,75,Matthew Butler,1
25216,Luxor,80,Amanda Hartman,0
25217,Assiut,63,Derek Thomas,0
25218,Beni Suef,59,Jennifer Logan,0
25219,South Sinai,76,George Ortiz,1
25220,Luxor,79,Kayla Cooper,0
25221,Damietta,42,Lynn Manning,0
25222,New Valley,19,Mark Coffey,0
25223,Cairo,61,Jaime Curry,0
25224,South Sinai,44,John Morris,1
25225,Minya,74,Jeremy Bender,0
25226,Ismailia,40,Anna Torres,1
25227,Sohag,35,William Davis,0
25228,Port Said,35,Christopher Daugherty,0
25229,Port Said,48,Ashley Yoder,1
25230,Dakahlia,65,Eric Brewer,0
25231,Red Sea,47,Matthew Lynch,1
25232,Assiut,37,Scott Hart,0
25233,New Valley,66,John Bullock,0
25234,Qena,21,Rhonda Jones,0
25235,Damietta,27,Jeffrey Mayer,0
25236,Red Sea,45,Jonathan Spencer,0
25237,Beheira,27,Lisa Jones,0
25238,Dakahlia,60,Aaron Parrish,1
25239,South Sinai,36,Jeffrey Castro,1
25240,New Valley,48,Jeanette Cline,1
25241,Aswan,38,Allen Sharp,0
25242,Sharkia,29,Dr. Jacob Johnson MD,1
25243,Dakahlia,75,Chad Burch,0
25244,Beheira,72,John Schmidt,1
25245,Assiut,63,Dorothy Bishop,0
25246,Port Said,33,Cynthia Rodriguez,0
25247,Cairo,69,Jose Mckinney,1
25248,Beni Suef,27,Thomas Tanner,1
25249,Damietta,50,Rachel Dunn,1
25250,Suez,43,Jeffrey Sellers,1
25251,Kafr Al sheikh,70,Ariana Khan,0
25252,Minya,59,Robert Bird,0
25253,Ismailia,27,Philip Richmond,1
25254,Suez,68,Joshua Smith,1
25255,South Sinai,68,Casey Arroyo,0
25256,Beni Suef,59,Scott Robinson,0
25257,Ismailia,76,Matthew Page,0
25258,Sharkia,35,Tiffany Miller,0
25259,New Valley,56,Andrew Cook,0
25260,Cairo,67,Angel Rodriguez,0
25261,Giza,59,Joseph Thomas,0
25262,Fayoum,41,Jessica Martin,0
25263,Damietta,51,Stephanie Davenport,0
25264,Beni Suef,80,Todd Evans,1
25265,Matrouh,50,Anna Sandoval,0
25266,North Sinai,21,Russell Conway,0
25267,Cairo,74,Jeremiah Holmes,0
25268,Dakahlia,61,Joseph Lee,1
25269,Damietta,32,Adam Winters,1
25270,Ismailia,65,Stephen Graham,1
25271,Sohag,77,Kyle Smith,0
25272,Cairo,33,John Patterson,0
25273,Gharbiya,74,Joshua Cobb,1
25274,Port Said,75,Jeffrey Valdez,0
25275,Sohag,77,Jessica Hansen,0
25276,Kafr Al sheikh,74,Kayla Mcclain,1
25277,Menofia,18,Nicole Coffey,1
25278,North Sinai,52,William Snyder,1
25279,Kafr Al sheikh,56,Lori Pearson,1
25280,Sohag,65,Kristin Soto,0
25281,New Valley,74,Ashley Wilson,1
25282,Qaliubiya,25,Caroline May,1
25283,Luxor,29,Kurt Lowery,0
25284,Giza,32,Jade Marquez,1
25285,Luxor,73,Kristina Williams,0
25286,Ismailia,28,Kathryn Zamora,1
25287,Minya,69,James Spencer,1
25288,Assiut,26,Gerald Brown,0
25289,Sharkia,28,Linda Carter,0
25290,Suez,58,William Hayden,1
25291,Port Said,27,Catherine Johns,1
25292,Assiut,55,Michele Greene,0
25293,New Valley,71,Kimberly Kelly,0
25294,Aswan,72,Christopher Barrett,1
25295,Qena,73,Alexis Brown,0
25296,Ismailia,60,Lucas Taylor,0
25297,Qaliubiya,32,Kevin Holmes,1
25298,Qena,28,Charles Cox,1
25299,Dakahlia,61,Elizabeth Jones,0
25300,Ismailia,67,Kayla Ortiz,0
25301,South Sinai,78,Jeanette Baker,0
25302,Beheira,41,Ashley Graham,1
25303,Suez,31,Christine Smith,0
25304,Beheira,42,Tiffany Frazier,1
25305,Giza,19,Nancy Washington,0
25306,Giza,80,Brittany Alexander,1
25307,Dakahlia,38,Adam Chandler,1
25308,Fayoum,58,Jacob Rivera,0
25309,Beheira,60,Regina Bennett,0
25310,Damietta,23,Karen Hickman,1
25311,Aswan,44,Joel Moore,1
25312,Minya,56,David Dickerson,0
25313,Qena,77,Maria Gordon,0
25314,Damietta,67,Barbara Ward,0
25315,Red Sea,29,Robert Diaz,0
25316,Red Sea,59,Kenneth Green,1
25317,North Sinai,57,Katherine Marks,0
25318,Giza,57,Anthony Strickland,0
25319,Fayoum,36,Erik Roth,0
25320,Suez,36,Spencer Schneider,0
25321,New Valley,20,Kenneth Wells,0
25322,Matrouh,65,Ryan Mitchell,0
25323,Giza,27,Marcia Dickerson,0
25324,Matrouh,28,Janet Brown,0
25325,Kafr Al sheikh,66,Sabrina Thomas,0
25326,Assiut,44,Tony Bryant,1
25327,Damietta,55,Tanya Colon,1
25328,Assiut,55,Jennifer Flores,0
25329,Dakahlia,43,Kimberly Bullock,1
25330,Red Sea,56,Brady Patterson,1
25331,Damietta,64,Steve Mcmahon,1
25332,Ismailia,56,Angela West,1
25333,Fayoum,39,Vincent Adams,1
25334,Qena,26,Debra Mckinney,1
25335,Ismailia,26,Donna Miller,1
25336,Qaliubiya,43,Thomas Johnson,1
25337,Fayoum,29,Allen Delgado,0
25338,Luxor,76,Michael Freeman,0
25339,Qena,77,Anthony Jacobs,1
25340,Red Sea,45,Jessica Stephens,1
25341,Suez,50,William Pacheco,0
25342,Red Sea,63,Robert Lopez,0
25343,Gharbiya,62,Lucas Ray,1
25344,South Sinai,70,Jasmin Gonzales,0
25345,South Sinai,35,Ruth Joseph,1
25346,Gharbiya,58,Jaime Norman,1
25347,Ismailia,47,Amanda Stone,1
25348,Luxor,54,Matthew Santiago,1
25349,Sohag,64,Veronica Banks,1
25350,Assiut,26,James Burton,0
25351,Menofia,76,Susan Smith,0
25352,Qena,19,Scott White,0
25353,Sohag,62,Kimberly Wood,1
25354,Qaliubiya,26,James Wilkins,1
25355,South Sinai,80,Douglas Wilson,1
25356,Matrouh,62,Veronica Castro,1
25357,Suez,49,James Rogers,0
25358,Ismailia,66,Ashley Johnson,1
25359,Dakahlia,71,Robert Ortiz,1
25360,Minya,66,Aaron Gonzales,0
25361,Damietta,55,Laura Young,0
25362,Red Sea,38,Amy Wright,0
25363,South Sinai,69,Ronald Duffy,1
25364,Aswan,62,Dustin Dawson,1
25365,Qena,54,Jason Ray MD,0
25366,Gharbiya,45,Marc Miller,1
25367,Cairo,37,Shelley Lane,1
25368,Beheira,59,Kenneth Wells,0
25369,Alexandria,72,Catherine Levine,0
25370,New Valley,39,Shane Bowen,1
25371,Ismailia,30,Kevin Walton,1
25372,Matrouh,27,Melissa Fisher,1
25373,Menofia,62,Peggy Wilson,1
25374,Menofia,59,Alan Simpson III,0
25375,Matrouh,18,Cathy Cameron,0
25376,Damietta,60,Michael Pittman,0
25377,Luxor,43,Perry Harrison,0
25378,Matrouh,70,Shannon Myers,0
25379,Gharbiya,77,Michael James,1
25380,Fayoum,22,Benjamin Hays,1
25381,Dakahlia,24,Matthew Ross,0
25382,Minya,34,Denise Davis,0
25383,Damietta,18,Connie Moore,1
25384,Assiut,46,Matthew Moore,0
25385,Ismailia,79,Ronald Rice,1
25386,Qaliubiya,53,Christopher Watkins,0
25387,Cairo,28,Derrick Jones,0
25388,Gharbiya,77,Daniel Leach,1
25389,Qaliubiya,73,Wendy Cole,1
25390,Luxor,50,Lori Baker,0
25391,Assiut,42,Jason Johnson,0
25392,Qaliubiya,59,Rebekah Zavala,1
25393,North Sinai,45,Jacob Barrett,0
25394,Qena,32,Diane White,1
25395,Matrouh,56,Elizabeth Adams,0
25396,Cairo,52,Jacqueline Dennis,0
25397,Kafr Al sheikh,41,Jared Mckee,1
25398,Port Said,71,Tyler Walter,1
25399,Beni Suef,65,Kendra Stewart,0
25400,Beheira,43,Ann Santiago,0
25401,Minya,72,Jeffrey Cardenas,1
25402,Matrouh,61,Melissa Davis,1
25403,Qaliubiya,73,Thomas Barber,0
25404,Kafr Al sheikh,57,Mackenzie Jacobson,1
25405,Ismailia,21,Kyle Taylor,0
25406,Cairo,79,Seth Brown,1
25407,Beni Suef,57,Zachary Hart,1
