ID,governorate,age,name,gender
3277,Minya,70,Daisy Atkins,1
3278,Assiut,30,Elizabeth Collins,1
3279,Red Sea,74,Frank Williams,1
3280,Damietta,77,Damon Bennett,1
3281,Suez,29,Patricia Gray,0
3282,Alexandria,45,Daniel Baker,1
3283,Menofia,35,Susan Calhoun,0
3284,Qena,65,Pamela Mcgee,1
3285,Menofia,77,Christopher Mcdonald,1
3286,Fayoum,67,Allen Farmer,1
3287,Giza,52,Taylor Taylor,1
3288,Suez,58,Jennifer Moore,1
3289,Damietta,20,Kyle Delgado,0
3290,Suez,56,Benjamin Escobar,0
3291,North Sinai,19,Robin Young,0
3292,Dakahlia,47,Katrina Thomas,1
3293,Dakahlia,48,Nicholas Cunningham,0
3294,Giza,74,Melinda Mccann,1
3295,Beheira,48,Sandra Landry,1
3296,Port Said,35,Keith Esparza,0
3297,Matrouh,23,Susan Wright PhD,0
3298,Gharbiya,78,Vanessa Jackson,0
3299,Sharkia,18,Ricardo Campbell,1
3300,Assiut,46,Christine Gutierrez,1
3301,Beheira,19,Samantha Hodge,1
3302,Damietta,62,Randy Estrada,1
3303,Minya,76,Jasmine Molina,1
3304,Beni Suef,64,Cathy Ponce,0
3305,Menofia,75,Latasha Wheeler,0
3306,Assiut,31,Monica Edwards,0
3307,Cairo,64,Robert Ross,0
3308,Dakahlia,34,Samuel Reynolds,0
3309,Menofia,57,Cynthia Williams,0
3310,Beheira,27,Robert Donaldson,0
3311,Damietta,79,Lisa Moore,1
3312,Assiut,36,Carla Palmer,0
3313,Sharkia,30,Brenda Smith,0
3314,Qaliubiya,65,Donna Kelly,0
3315,Aswan,73,Sharon Hooper,1
3316,South Sinai,55,Thomas Tanner,0
3317,Gharbiya,55,Meagan Harrington,0
3318,Qaliubiya,61,Jessica Graham,0
3319,Luxor,25,Emily Bennett,1
3320,North Sinai,57,Kaitlyn Petersen,0
3321,New Valley,35,Jessica Castillo,0
3322,Beheira,76,Jeffrey Payne,0
3323,Giza,60,Annette Stone,1
3324,Damietta,68,Rebecca Bernard,0
3325,Assiut,19,Karen Hurst,0
3326,Luxor,46,Natalie Richardson,0
3327,Dakahlia,32,Oscar Davis,0
3328,Aswan,36,Joshua Morgan,0
3329,Dakahlia,40,Sierra Valencia,0
3330,Red Sea,36,Tyler Walter,0
3331,Dakahlia,55,Ann Snyder,0
3332,Menofia,22,Karen Garza,0
3333,Fayoum,79,Jeffrey Walker,1
3334,Aswan,32,John Fry,0
3335,Gharbiya,38,Diane Bishop,0
3336,Beheira,32,Jose Jefferson MD,1
3337,North Sinai,54,Diane Owens,1
3338,Fayoum,30,Chad Mckee,1
3339,Fayoum,66,Alexander Copeland,0
3340,North Sinai,68,Regina Rivers,0
3341,Menofia,40,Chad Floyd,0
3342,Ismailia,25,Michael Austin,0
3343,Assiut,80,Jasmine Sanchez,1
3344,Qena,18,Valerie Franklin,1
3345,Assiut,23,Sarah Fields,1
3346,Beni Suef,23,Dustin Liu,1
3347,Suez,41,Billy Fuentes,0
3348,Menofia,78,Douglas Wilson,1
3349,Damietta,55,Mark David,1
3350,North Sinai,27,Heather Henry,1
3351,Luxor,46,Aaron Davis,0
3352,South Sinai,26,Robert Mack,0
3353,Giza,33,Anna Murphy,1
3354,Gharbiya,32,Robert Spencer,0
3355,Sohag,53,Jessica Vargas,0
3356,Gharbiya,42,Kevin Hansen,0
3357,New Valley,76,Logan Reyes,0
3358,Suez,45,Robert Diaz,0
3359,Ismailia,62,Jacob Suarez,0
3360,Port Said,31,Meagan Dean,1
3361,Fayoum,65,Diana Shepherd,0
3362,North Sinai,19,David Mcgrath,0
3363,Qaliubiya,20,Jocelyn Ayers,1
3364,Sharkia,52,Gina Cole,0
3365,Sharkia,47,Erika Scott,1
3366,Fayoum,28,Thomas Carpenter,1
3367,Gharbiya,43,Brian Ramirez,1
3368,Sohag,75,Laura Jones,0
3369,Qena,35,Robin Wagner,0
3370,South Sinai,27,Nathan Delacruz,0
3371,Cairo,72,Deborah Johnson,0
3372,Sharkia,37,Michael Williams,1
3373,Menofia,73,Brent Hickman,1
3374,Assiut,29,Tracy Dudley,0
3375,Assiut,18,Joseph Harmon,0
3376,South Sinai,24,Joshua Hatfield,0
3377,Cairo,60,Tina Brown,1
3378,Sharkia,51,Veronica Walker,1
3379,Qaliubiya,78,Cynthia Pearson,0
3380,Fayoum,45,Adrienne Brown,0
3381,Port Said,44,Robert Collier,0
3382,Matrouh,79,Austin Gates,1
3383,Beheira,28,Sydney Adams,1
3384,Assiut,78,Kathryn Zamora,1
3385,Luxor,20,Anne Dunn,0
3386,Menofia,79,Susan Anderson,0
3387,Menofia,25,Michael Ward,0
3388,Alexandria,60,Amanda Giles,0
3389,Cairo,23,Dennis Bennett,1
3390,South Sinai,21,Brenda Thompson,1
3391,North Sinai,79,Jerry Peters,0
3392,Sharkia,29,Penny Blair,0
3393,Alexandria,75,Alicia Johnston MD,0
3394,Beni Suef,29,Amy Tran,0
3395,Menofia,68,Kimberly Johnson,1
3396,Port Said,22,Jacob Wells,1
3397,Fayoum,28,Kelly Cruz,0
3398,Red Sea,36,Stephen Garcia,0
3399,Beni Suef,73,Billy Dean,1
3400,Dakahlia,21,Randy Lewis,1
3401,Beni Suef,55,Dillon Taylor,1
3402,Damietta,37,Michelle Norton,1
3403,Suez,18,Margaret Park,1
3404,Beni Suef,34,Wendy Roberts,0
3405,Alexandria,27,Matthew Anderson,0
3406,Alexandria,78,Joshua Evans,0
3407,Damietta,25,Elizabeth Mitchell,0
3408,Sohag,44,Richard Lane,0
3409,Port Said,33,Penny Osborne,1
3410,Luxor,63,Amber Wells,0
3411,Sohag,53,Brandon Smith,1
3412,Alexandria,30,Nicholas Nunez,1
3413,Damietta,58,Teresa Mcdowell,0
3414,Matrouh,56,Angela Miller,1
3415,Minya,31,Cheyenne Gonzalez,0
3416,Kafr Al sheikh,47,Sarah Chavez,0
3417,Beni Suef,47,Tracy Dudley,0
3418,Matrouh,64,Sharon Davis,0
3419,South Sinai,32,Jennifer Christensen,0
3420,South Sinai,52,Sarah Miller,1
3421,Qena,60,Laura Campbell,0
3422,Damietta,68,Carlos Pierce,1
3423,Alexandria,58,Tamara Wall,1
3424,Ismailia,40,Victoria Franco,0
3425,Sohag,53,Shannon Rhodes,0
3426,Cairo,51,Christina Gilmore DVM,0
3427,Dakahlia,51,Charles Jones,1
3428,Aswan,62,Sarah Black,1
3429,North Sinai,49,Taylor Noble,0
3430,Fayoum,49,Ethan Chambers,1
3431,Aswan,80,Linda Moran,1
3432,North Sinai,25,Jennifer Cohen,1
3433,Giza,51,Matthew Brown,0
3434,Port Said,49,John Medina,0
3435,Kafr Al sheikh,19,Beth James,0
3436,Aswan,50,Joseph Bennett,0
3437,Damietta,53,Daniel Edwards,1
3438,Assiut,67,Jonathan Jones,1
3439,Cairo,64,Vincent Prince,1
3440,Beni Suef,66,Barbara Fleming,0
3441,Sohag,48,Jeanne Williams,1
3442,Assiut,52,Russell Travis,0
3443,Alexandria,40,Kristin Mclaughlin DDS,1
3444,Assiut,35,Andrew Drake,1
3445,New Valley,58,Jennifer Brown,0
3446,Menofia,70,Jessica Nguyen,1
3447,North Sinai,27,Amy Mitchell,1
3448,South Sinai,30,Anne Anderson,0
3449,Assiut,54,Diana Gardner,1
3450,Giza,69,Brenda Wiley,0
3451,New Valley,22,John Mcdonald,1
3452,Sohag,69,Thomas Harrington,0
3453,Fayoum,58,Mackenzie Jacobson,1
3454,Dakahlia,53,David Reynolds MD,1
3455,Aswan,77,Sarah Stevens,1
3456,North Sinai,19,Anthony Copeland,1
3457,Cairo,62,Nicole Romero,1
3458,Menofia,67,Martha Odom,1
3459,North Sinai,56,Theresa Wood,1
3460,Dakahlia,60,Mike Cardenas,1
3461,Qaliubiya,68,Holly Willis,0
3462,Aswan,78,Ronald Jones,1
3463,Damietta,67,Rachel Woodward,1
3464,Aswan,18,Amy Jacobson,0
3465,Beni Suef,77,Joseph Jones,1
3466,Alexandria,67,John Lee Jr.,1
3467,New Valley,22,Cheyenne Salazar,0
3468,Suez,79,Joann King,1
3469,Dakahlia,79,Karen Anderson,1
3470,South Sinai,40,Suzanne Thompson,0
3471,Cairo,42,Maria Mclean,0
3472,Beni Suef,80,Justin Williams,0
3473,Qena,64,Kelly Todd,1
3474,South Sinai,37,Angela Owens,1
3475,Port Said,76,Deanna Craig,1
3476,Giza,68,Mr. James Cooke,1
3477,South Sinai,71,Mrs. Brooke Morris,0
3478,Damietta,59,Ryan Johnson,1
3479,Ismailia,54,Amy Gordon,1
3480,Kafr Al sheikh,28,Cassandra Waller MD,0
3481,Cairo,77,Kathy Ross,0
3482,Damietta,76,Leah Brown,1
3483,Giza,39,Ryan Murray,1
3484,Cairo,22,Lisa Patel,0
3485,Minya,37,Sarah Larson,1
3486,Cairo,41,Bradley Martinez,0
3487,Sohag,78,Jonathan Harvey,1
3488,Gharbiya,55,Jessica Estes,1
3489,Assiut,36,Lori Chambers,1
3490,Minya,67,Douglas White,0
3491,Sohag,46,Scott Lewis,1
3492,Assiut,71,Amanda Gallegos,1
3493,Fayoum,18,Jeffrey Howard,1
3494,Luxor,58,Craig Rose,0
3495,Dakahlia,68,Melanie Perez,0
3496,Red Sea,55,Scott Welch,0
3497,Port Said,41,Ian Monroe,1
3498,Fayoum,67,Stephen West,0
3499,Qena,38,Linda Shelton,0
3500,Fayoum,57,Heather Delgado,1
3501,Beheira,57,Matthew Johnson DVM,0
3502,Cairo,24,John Nunez,1
3503,Beheira,28,Amy Parker,1
3504,Giza,65,David Dennis,1
3505,Red Sea,21,Shaun Franklin,0
3506,Ismailia,35,Jasmine Koch,0
3507,Giza,18,Michael Dunn,0
3508,Red Sea,43,Tina Martinez,0
3509,New Valley,37,Justin Cooper,0
3510,Beheira,78,Pamela King,0
3511,North Sinai,36,Michael Long,0
3512,Sohag,26,Joshua Barr,0
3513,Suez,46,Tabitha Duke,0
3514,New Valley,41,Anthony Cross,1
3515,New Valley,60,Jamie Moore,1
3516,Red Sea,55,Jeremy Stewart,1
3517,Suez,20,Russell Heath,0
3518,Aswan,73,Andrew Mason,1
3519,Assiut,48,Amanda Schwartz,1
3520,Assiut,78,Joseph Thomas,1
3521,Alexandria,37,Jason Foley,0
3522,New Valley,62,Angela Miller,0
3523,South Sinai,46,Rebecca Strong,1
3524,Assiut,35,Lawrence Lee,0
3525,Aswan,19,Darren Richardson,0
3526,Suez,26,Jennifer Copeland,0
3527,Cairo,33,Joy Weaver,0
3528,Luxor,74,Cassandra Rice,0
3529,New Valley,26,Kaitlyn Russell,1
3530,Alexandria,29,Lori Harris,1
3531,Sharkia,55,Susan Anderson,0
3532,Giza,57,Patricia Gray,1
3533,Damietta,78,Bradley Butler,0
3534,Beni Suef,28,Jeremy Johnson,1
3535,Aswan,54,Chad Watson,1
3536,Sohag,70,Stacey Cohen,1
3537,Port Said,53,Patricia Lyons,0
3538,New Valley,20,Judy Garcia,0
3539,Dakahlia,63,Mike Hammond,0
3540,Red Sea,79,Matthew Washington,1
3541,South Sinai,29,Mr. Nicholas Torres,0
3542,Aswan,77,Daniel Mathis,0
3543,Assiut,60,Mr. Robert Garrett,0
3544,South Sinai,29,Megan Osborne,0
3545,Aswan,58,Lisa Miller,0
3546,Minya,52,Dennis Fuller,1
3547,Assiut,63,Daniel Petersen,1
3548,North Sinai,18,Tyler Cobb Jr.,0
3549,Sohag,76,John Griffin,0
3550,Aswan,26,Terry Jenkins,0
3551,South Sinai,80,Frederick Lopez,1
3552,Port Said,28,Mark Burnett,0
3553,Beheira,26,Dawn Hayden,1
3554,New Valley,69,Elizabeth Hayden,0
3555,Ismailia,38,Julie Weaver,0
3556,Sharkia,80,Amber Porter,0
3557,Aswan,46,Courtney Medina,1
3558,Port Said,46,Brittany Murray,0
3559,Cairo,77,Megan Osborne,0
3560,Suez,50,Michael George,0
3561,Qaliubiya,29,Courtney Cooper,0
3562,Minya,62,Virginia Bird,1
3563,Assiut,64,Nicholas Oconnell,1
3564,Qena,74,Todd Combs,0
3565,North Sinai,32,Kenneth Smith,1
3566,Kafr Al sheikh,66,Steven Levine,0
3567,Qena,22,George Mosley,1
3568,Gharbiya,25,Erik Rose,0
3569,South Sinai,74,John Reynolds,1
3570,Giza,41,Robert Todd,1
3571,Gharbiya,18,Melissa Singleton,0
3572,New Valley,59,Ricardo Brown,1
3573,Menofia,60,James Brown,1
3574,Beni Suef,18,James Sanchez,0
3575,Port Said,28,William Williams,1
3576,Cairo,79,Sarah White,1
3577,Sharkia,70,James Acosta,0
3578,Sharkia,64,Scott Meyers,0
3579,North Sinai,39,Matthew Washington,1
3580,Suez,61,Rachael Price,0
3581,Matrouh,42,Carla Bryant,1
3582,Red Sea,31,Robert Delgado,1
3583,Minya,66,Amy Jones,1
3584,Matrouh,20,James Sosa,1
3585,Beni Suef,66,David Harris,0
3586,North Sinai,46,Tammy Contreras,1
3587,Fayoum,45,Victoria Mcfarland,0
3588,Beni Suef,65,Louis Carter,0
3589,Port Said,36,Donna Murphy,1
3590,Aswan,60,Stephen Dickerson,1
3591,Ismailia,75,Angela Taylor,0
3592,Beheira,22,Michael Paul,1
3593,Ismailia,47,Joseph Stark,1
3594,Dakahlia,73,Jeffrey Medina,0
3595,Sharkia,75,Joshua Trevino,0
3596,Menofia,71,Stacey Glover,1
3597,Qena,73,Ricky Sweeney,0
3598,Beni Suef,32,Stephen West,0
3599,Luxor,21,Stephanie Branch,1
3600,Red Sea,58,Justin Wilson,1
3601,Cairo,42,Jeffrey Escobar,1
3602,Fayoum,78,Bailey Long,1
3603,Alexandria,26,Joseph Johnson,0
3604,Minya,67,Katherine Roberson,0
3605,Gharbiya,59,Curtis Cruz,0
3606,Port Said,47,Susan Walker,0
3607,Matrouh,45,Vicki Hernandez,1
3608,Assiut,40,Anne Moore,1
3609,North Sinai,34,Danny Carlson,1
3610,Beni Suef,49,Perry Cameron,1
3611,Suez,25,Daniel Barrett,0
3612,Gharbiya,77,Tiffany Moreno,0
3613,Port Said,21,Bradley Price,1
3614,Luxor,54,Jared Carpenter,0
3615,Luxor,19,Kathryn Thompson,1
3616,Red Sea,52,Donald Lynch,1
3617,Kafr Al sheikh,80,Melissa Flowers,1
3618,Kafr Al sheikh,73,Robert Bartlett,0
3619,Port Said,38,Melissa Whitaker,1
3620,Sohag,39,Jim Hobbs,0
3621,Alexandria,25,Nicole Morris,1
3622,Beni Suef,77,Jo Martin,1
3623,Sharkia,69,Jason Ball,0
3624,Beni Suef,77,Martin Carpenter,0
3625,Luxor,26,Katie Petersen,0
3626,Minya,18,Howard Aguilar,1
3627,South Sinai,31,Nicole Cooke,1
3628,Beheira,70,David Cannon,1
3629,Dakahlia,20,Christopher Crawford,0
3630,Matrouh,66,Willie Carney,1
3631,New Valley,34,Christopher Powell,1
3632,New Valley,44,Scott Carter,0
3633,Kafr Al sheikh,34,Jeffrey Johnston,0
3634,Sohag,59,Justin Taylor,1
3635,Kafr Al sheikh,33,Matthew Harrison,1
3636,Sharkia,18,Marie Logan,1
3637,Suez,57,Valerie Andrews,0
3638,North Sinai,53,Margaret Park,0
3639,Alexandria,72,Mr. Charles Huang,0
3640,Ismailia,77,Annette Villa,0
3641,Sohag,70,Rhonda Lewis,0
3642,Giza,46,Brian Walters,0
3643,Minya,25,Vicki Mckinney,0
3644,Suez,46,Gabriel White,1
3645,Gharbiya,35,Kathleen White PhD,1
3646,Beheira,23,Danny Wood,1
3647,Qaliubiya,46,Timothy Payne,1
3648,Suez,18,James Robinson,0
3649,Minya,62,Shannon Johnson DVM,1
3650,Alexandria,60,Richard Mendoza,1
3651,Matrouh,51,Steven Hardy,1
3652,Minya,47,Karen Miller,1
3653,Beni Suef,46,Jeffrey Hammond,0
3654,Assiut,63,Samantha Morales,1
3655,South Sinai,23,Dennis Davis,1
3656,North Sinai,30,Brett Weiss,1
3657,Dakahlia,72,Gina Rogers,0
3658,Sharkia,54,Mary Miles,0
3659,Port Said,72,Donald Jenkins,0
3660,Damietta,68,Tiffany Moore,1
3661,Assiut,24,Gregory Martin,1
3662,North Sinai,61,Christopher Diaz,1
3663,Qena,65,Edward Johnson,1
3664,Sohag,52,Rachael Price,0
3665,Alexandria,46,Mark Gonzales,0
3666,Sohag,65,Sara Mason,0
3667,Damietta,80,Teresa Garcia,0
3668,Giza,22,Tina Garcia,0
3669,Aswan,72,Mr. Larry Owens,1
3670,Cairo,80,James Jones,0
3671,Suez,25,Chad Burch,1
3672,Sohag,36,Tom Johnson,1
3673,Menofia,53,Emily Robertson,0
3674,Giza,57,Phillip Campos,0
3675,Minya,31,Jill Maldonado,1
3676,Assiut,35,Erin Mendoza,1
3677,Aswan,23,Henry Lang,1
3678,Assiut,44,William Allen,0
3679,North Sinai,69,Renee Sloan,1
3680,Kafr Al sheikh,42,Heather Brooks,0
3681,North Sinai,49,Mr. Mark Mccarthy,1
3682,Beheira,79,Michael Sharp,0
3683,Dakahlia,22,Tim Chan,1
3684,Gharbiya,70,William Moreno,1
3685,Damietta,55,Robin Garcia,0
3686,Dakahlia,48,Shawna Barrett,0
3687,Sohag,49,Whitney Parsons,1
3688,Minya,58,Andrew Davis,1
3689,North Sinai,44,Pamela David,0
3690,Sharkia,40,Leah Erickson,1
3691,Sharkia,46,Jasmine Quinn,0
3692,Giza,74,John Reed,1
3693,North Sinai,28,Joseph Swanson,0
3694,Red Sea,35,Jeffrey Green,1
3695,Minya,45,Chris Williamson,1
3696,Qaliubiya,43,Richard Buchanan,1
3697,Aswan,34,Danielle Eaton,0
3698,Qena,27,Adrian Johnson,1
3699,Minya,47,Kevin Randall,0
3700,Qena,53,Collin Hughes,0
3701,Minya,37,Kaitlyn Russell,1
3702,Assiut,32,Trevor Ross,1
3703,Sharkia,72,Courtney Howe,0
3704,Qena,64,Brett Butler,1
3705,Sohag,80,Christopher Scott,1
3706,Giza,40,Christina Kelly,1
3707,Damietta,34,Elizabeth Hayden,0
3708,Suez,58,Anthony Garcia,0
3709,Red Sea,42,Craig Weaver,1
3710,Kafr Al sheikh,29,Jacob Castro,1
3711,Damietta,70,Teresa Pearson,1
3712,Alexandria,68,Tara Keller,0
3713,Assiut,63,Bonnie Crosby,1
3714,Alexandria,58,David Montgomery,0
3715,Dakahlia,18,Robert Brown,1
3716,North Sinai,31,John Erickson,1
3717,Damietta,69,Carol Williams,1
3718,Suez,25,Monique Becker,0
3719,South Sinai,66,Melissa Williams,0
3720,Fayoum,62,Michael Jefferson,1
3721,Minya,48,Michael Martinez,0
3722,Sharkia,72,Johnathan Bean,0
3723,Port Said,57,Allison Humphrey,1
3724,Qaliubiya,56,David Wade DVM,0
3725,Sohag,73,Lisa Alexander,1
3726,Minya,55,Daniel Henry,1
3727,New Valley,77,Todd Reynolds,0
3728,South Sinai,60,Jose Martinez,0
3729,Qena,22,Daniel Ray,1
3730,Menofia,76,Brian Phillips,0
3731,Alexandria,76,Victoria Baker,0
3732,Giza,40,Jacob Williamson,1
3733,Fayoum,63,Jennifer Castro,1
3734,Assiut,36,Joe Hickman,0
3735,Aswan,64,Justin Young,1
3736,South Sinai,20,Michele Johnson,0
3737,Port Said,32,Susan Brown,1
3738,Ismailia,25,Kimberly Gilbert,0
3739,North Sinai,67,Bruce Meyer,0
3740,Cairo,32,Gary Hartman,1
3741,Assiut,65,Jeffrey Watson,0
3742,Alexandria,72,Janice Sharp,0
3743,Giza,47,Tanya Thomas,1
3744,Port Said,30,Melinda Jackson,0
3745,North Sinai,74,Charles Norman,1
3746,Qena,66,Tracy Morales,0
3747,Menofia,48,Charles Robinson,0
3748,Sharkia,32,Kristin Fuentes,1
3749,Red Sea,30,Nicole Brown,1
3750,Ismailia,39,James Boyer,0
3751,Ismailia,30,Suzanne Wilkerson,1
3752,Suez,41,Richard Hayes,0
3753,Qena,37,Steven Lamb,0
3754,South Sinai,37,Thomas Phillips,1
3755,Matrouh,50,Daisy Smith,0
3756,Luxor,41,Andrew Gomez,0
3757,Giza,75,Jamie Parsons,1
3758,Beni Suef,33,Karen Berg DVM,1
3759,Qaliubiya,74,Caitlin Gilbert,0
3760,Fayoum,52,Meghan Martin,0
3761,Port Said,64,John Freeman,0
3762,Qena,31,Mr. Benjamin Hartman,0
3763,Qena,44,Christina West,1
3764,South Sinai,64,Joseph Johnson,0
3765,Sharkia,79,Pamela Deleon,0
3766,Red Sea,31,Luis Willis,1
3767,Assiut,61,Joshua White,1
3768,New Valley,22,Abigail Hunter,0
3769,Luxor,80,Cheryl Maxwell,0
3770,Qaliubiya,66,Anna Acevedo,0
3771,Kafr Al sheikh,70,Joshua Sutton,0
3772,Luxor,72,Adam Parker,0
3773,Damietta,38,Michael Bradford,0
3774,Port Said,54,Terri Madden,0
3775,Port Said,37,Cameron Taylor,0
3776,Beheira,72,Jason Ramsey,0
3777,South Sinai,29,Meghan Savage,0
3778,Port Said,24,Jeffrey Vaughan,1
3779,Alexandria,44,Paul Patterson,0
3780,Giza,25,Brandy Hernandez,0
3781,North Sinai,19,John Lopez,1
3782,North Sinai,34,Allen Weber,0
3783,Red Sea,29,Jose Washington,1
3784,Alexandria,58,Mark Graham DDS,1
3785,North Sinai,51,Gina Sanchez,1
3786,Qena,43,Nicole Woods,0
3787,Alexandria,77,Anthony Shea,0
3788,Beheira,58,Timothy Durham,1
3789,Sohag,28,Laura Johnson,1
3790,Damietta,72,Roberta Adams,0
3791,Damietta,74,Pamela Cole MD,1
3792,Sohag,59,Austin Aguilar,0
3793,North Sinai,80,Andrew Martinez Jr.,1
3794,Menofia,56,Melissa Mata,1
3795,Beni Suef,43,Maria Case,0
3796,Gharbiya,45,Jessica Martin,0
3797,Ismailia,21,Hannah Calderon,0
3798,Kafr Al sheikh,70,Angela Lewis,1
3799,Suez,35,Jerry Baker,1
3800,Qena,63,Gregory Reyes,1
3801,Cairo,22,Russell Peterson,1
3802,North Sinai,55,Jessica Vargas,0
3803,Sohag,53,Dennis Sherman,0
3804,Damietta,52,Charlotte Cooper,1
3805,Alexandria,23,Russell Conway,1
3806,Aswan,39,Daniel Richardson,0
3807,Sohag,66,Miguel Cabrera,0
3808,North Sinai,28,Vincent Martinez,1
3809,Qaliubiya,28,Harold Carter,1
3810,Beheira,32,Sharon Wilson,1
3811,Cairo,68,Jacob Reyes,1
3812,Beheira,36,Ronald Rice,0
3813,Dakahlia,18,John Snyder,1
3814,Matrouh,55,Lisa Patel,0
3815,Aswan,33,Scott King,1
3816,Fayoum,75,Angela Smith,1
3817,Cairo,39,David Morgan,1
3818,Minya,27,Amber Kidd,0
3819,Fayoum,71,Christopher Rocha,1
3820,Qena,51,Thomas Arnold,0
3821,Luxor,69,Jack Rowland,0
3822,Alexandria,62,Jonathan Hill,1
3823,Qaliubiya,20,Michelle Mays,0
3824,Alexandria,25,Jessica Hughes,1
3825,Cairo,54,Angela Lee,0
3826,Sohag,29,Thomas Peters,1
3827,Assiut,42,Patricia Krueger,0
3828,New Valley,56,Michael Sanchez,0
3829,Cairo,55,Alexandra Chapman,0
3830,North Sinai,64,Daniel Chandler,0
3831,Cairo,52,Lisa Martin,0
3832,Beni Suef,70,Brian Walker DVM,1
3833,Luxor,57,Matthew Wiley,0
3834,Fayoum,42,Anne Martin,0
3835,Matrouh,50,Madison King,1
3836,Cairo,37,Derek Perry,0
3837,Kafr Al sheikh,29,Mark Alexander,0
3838,Giza,76,Ronald Bell,0
3839,Qaliubiya,30,Ashley Rodriguez,0
3840,Alexandria,33,Anne Glass,1
3841,Dakahlia,58,Carl Brown,1
3842,Red Sea,26,Jade Marquez,0
3843,Qaliubiya,65,Charles Morris,1
3844,Kafr Al sheikh,47,Ashley Franklin,1
3845,Cairo,68,Jeffrey Gomez,0
3846,Aswan,58,Dalton Parsons,0
3847,South Sinai,77,Morgan Cox,1
3848,Gharbiya,78,Tyler Sullivan,0
3849,Fayoum,56,Kim Cervantes,0
3850,Alexandria,46,Mr. David Nelson,1
3851,Assiut,73,Jason Mora,0
3852,Beni Suef,66,Todd Zamora,1
3853,Sohag,76,Jillian Guerrero,1
3854,Beheira,56,Stephen Weaver,1
3855,Luxor,68,Darren Burton,0
3856,Alexandria,36,William Ho,1
3857,Sharkia,72,Brett Moore,1
3858,Beni Suef,22,Kristopher Coffey,1
3859,New Valley,25,Bill Richardson,0
3860,North Sinai,68,Rebecca Burton,1
3861,Qaliubiya,34,Ann Shields,0
3862,Beni Suef,28,Francisco Miller,1
3863,Giza,49,Joseph Ramsey,1
3864,Matrouh,47,Terry Frederick,0
3865,Minya,22,Brandi Hunter,0
3866,Aswan,19,Charles Morton,0
3867,Matrouh,54,Mrs. Michelle Obrien,0
3868,Red Sea,32,Stephanie Chavez,1
3869,Sohag,56,Jessica Haynes,0
3870,Red Sea,49,Jeffrey Henderson,1
3871,Dakahlia,20,Edwin Miller,0
3872,North Sinai,46,Stanley Collier,1
3873,Sohag,43,Kenneth Farley,1
3874,South Sinai,53,Michael Swanson,0
3875,Matrouh,18,Andrew Mendoza,1
3876,Beni Suef,78,Dr. Douglas Fox,0
3877,Qena,40,Shannon Elliott,1
3878,Menofia,76,Monica Bennett,0
3879,Port Said,62,Edwin Bell,0
3880,Red Sea,55,Julia Neal,0
3881,Port Said,72,David Evans,1
3882,Giza,78,Kenneth Nelson,0
3883,Luxor,19,Alexis Donaldson,0
3884,Alexandria,69,Brian Walker,0
3885,Beheira,74,Cody Morris,1
3886,Suez,29,Zachary Phillips,1
3887,Assiut,19,Mary Ramos,1
3888,Assiut,23,Ariel Lewis,0
3889,Port Said,19,Jacob Rodriguez,1
3890,Ismailia,51,Kyle Martinez,1
3891,Port Said,72,Juan Mitchell,1
3892,Alexandria,62,Cheryl Lucero,0
3893,Ismailia,54,Jacqueline Smith,1
3894,Luxor,66,Jeremy Lee,0
3895,Alexandria,32,Christopher Hicks,0
3896,South Sinai,21,Brooke Craig,0
3897,Dakahlia,52,Penny Young,1
3898,Beni Suef,59,Paul Mcdonald,1
3899,Dakahlia,39,Casey Gardner,1
3900,Red Sea,53,Drew Dougherty,0
3901,Red Sea,18,Jesus Porter,0
3902,South Sinai,73,Lori Perry,0
3903,Qena,60,Derek Flores,0
3904,Beni Suef,68,Kathryn West,1
3905,Suez,22,Joseph Santiago,1
3906,Assiut,43,Maria Miles,1
3907,South Sinai,33,Phillip Grimes,1
3908,Sohag,22,Kayla Thomas,0
3909,New Valley,51,Todd Combs,1
3910,Minya,73,Steve Davidson,1
3911,Kafr Al sheikh,29,Cameron Romero,0
3912,Qena,23,Kevin Campbell,1
3913,Damietta,74,Brenda Smith,1
3914,Damietta,68,Kimberly Espinoza,1
3915,Luxor,24,Lauren Mcintyre,1
3916,Assiut,75,Denise Benitez,0
3917,Luxor,37,Jeffrey Escobar,1
3918,Alexandria,31,Diane Phillips,1
3919,Beheira,22,Mr. Shane Figueroa,1
3920,Dakahlia,44,Carol Freeman,1
3921,Alexandria,26,Suzanne Evans,0
3922,North Sinai,69,Alex Anderson,1
3923,Beni Suef,22,John Marks,1
3924,Gharbiya,75,Laura Bennett,0
3925,Ismailia,62,Nicholas Campos,0
3926,Cairo,29,Jeffrey Tucker,1
3927,Fayoum,35,Teresa Jacobs,0
3928,Red Sea,66,Michael Swanson,1
3929,Port Said,69,Jennifer Branch,1
3930,Port Said,47,Lisa Durham,1
3931,Sharkia,40,Michael Parker,0
3932,Menofia,33,Morgan Rivera,1
3933,Minya,33,Karl Nichols,1
3934,Dakahlia,55,Courtney Juarez,1
3935,Ismailia,74,Kristen Hernandez,0
3936,Ismailia,22,Brenda Meza,1
3937,Gharbiya,50,Jason Braun,1
3938,Menofia,24,Hunter Roberts,1
3939,Qaliubiya,35,Jennifer Vance,0
3940,Cairo,68,Ashley Warner,0
3941,Damietta,66,Robert Gibson,0
